% CS225b final project training input file for WEKA
@relation pucks
@attribute 'mean-squared-error' real
@attribute 'mean-1norm-error' real
@attribute 'max-error' real
@attribute '2max-error' real
@attribute '3max-error' real
@attribute 'dist-from-cluster' real
%@attribute 'distance-to-center' real
@attribute 'num-circumference-points' real
@attribute 'circumference-degrees' real
@attribute 'class' {'puck','not-puck'}
@data
% circles for single session:
0.000638613109882,0.0166435070817,0.052204661716,0.0180796162253,0.0118160094138,0.880995254529,5,0.969004975771,'not-puck'
0.00087687604805,0.0205327378373,0.0592398827586,0.0269607117946,0.0107434995524,0.923433697248,5,0.926566717567,'not-puck'
0.00173164842075,0.0330540039819,0.0613791616699,0.0377828502758,2.22044604925e-16,1.46891578054,3,0.381085238266,'not-puck'
0.00118021877389,0.0289396951166,0.0598161277902,0.0561870551188,0.043359784496,1.16838943297,13,3.0183888385,'not-puck'
0.004127354371,0.061350929593,0.0878342234051,0.0524799891818,0.043738576192,0.249980138495,3,1.60005391023,'not-puck'
0.00153586802864,0.0315907095766,0.0550256289438,0.0397464997861,0.0,0.617636021067,3,1.23236588457,'not-puck'
0.00043925948255,0.0185003601717,0.0295110170293,0.0203820684136,0.00560799507236,0.901532415488,3,0.948467690745,'not-puck'
0.000505562551251,0.0182816847207,0.0299422166181,0.0249028375441,1.66533453694e-16,0.961318888119,3,0.88868124398,'not-puck'
0.00013736311684,0.00904914598816,0.0255652208704,0.0171366586372,0.0164391559689,0.259744327284,13,2.1097442918,'puck'
0.000437751611155,0.0195516414591,0.0255947867979,0.0240025306949,0.00905760688441,0.885775961681,3,0.964224145698,'not-puck'
0.00232039460837,0.0341583314083,0.0804831942696,0.0219917999554,2.77555756156e-17,0.400047630158,3,1.44995909011,'not-puck'
0.000889632390511,0.0284903716751,0.0396484901129,0.0376137317456,0.0367248584223,1.18548488572,10,3.03548455311,'not-puck'
0.000901173025055,0.0255806883627,0.0409644547168,0.0398025703037,0.0350597150633,0.452460977775,6,1.39753991648,'not-puck'
0.00163046875653,0.0346505199992,0.0511075719029,0.0474360229912,0.00540796510332,1.50792210532,3,0.342078774434,'not-puck'
0.00101870337498,0.0258600081431,0.0719842296818,0.0452788117887,0.0297926169623,0.361363695337,11,1.48863773605,'not-puck'
0.000800922356477,0.0188808486851,0.0703590013216,0.0465702404854,0.0294267489929,0.691972643887,11,1.15802781778,'not-puck'
% circles for single session:
5.09245278847e-07,0.000446117982043,0.00139356740121,0.000291753455234,9.9151071725e-05,1.55537456153,4,0.294625438468,'not-puck'
0.00073579682897,0.0206709003879,0.064117746565,0.0383835417649,0.0245480033892,0.626420973548,10,1.22357945671,'not-puck'
0.000611264123207,0.0189710646322,0.0388063928368,0.0181068010598,1.66533453694e-16,0.681023982042,3,1.16897629085,'not-puck'
0.000375161163567,0.0135668325602,0.0353146632723,0.0157525987056,0.00195684487459,0.166234007089,4,1.68376641264,'puck'
0.000697727408364,0.0224387435596,0.0371507743498,0.0350138993153,0.012671173782,1.03214923864,4,2.88214900389,'not-puck'
0.00581074895196,0.0500867288087,0.130552043032,0.0197081433939,3.33066907388e-16,0.27611626068,3,2.12605514522,'not-puck'
0.00123075374002,0.0248414187493,0.0647615947856,0.0253714148419,0.00923266536957,0.48284665558,4,1.36715490891,'not-puck'
0.00047007317908,0.0167081316561,0.032201520664,0.0301874474585,0.020021716664,0.5471738715,5,1.30282632905,'not-puck'
0.000389953386726,0.0151663111444,0.0348691204405,0.0152685025722,0.0105276215648,0.87958506804,4,0.970415017693,'not-puck'
% circles for single session:
0.000813103886874,0.0255100569969,0.0478750736052,0.0405898270692,0.0381560942627,0.903927739035,13,2.75392737477,'not-puck'
9.70255811996e-05,0.00884410268848,0.014968188763,0.0133895542158,0.013282710315,0.377717958394,11,2.22771794634,'puck'
0.0049558549691,0.0560863726839,0.102997514712,0.0652616033401,1.11022302463e-16,0.191978044134,3,2.04191410784,'not-puck'
0.00393120693591,0.0495326213629,0.0937020014133,0.0548958626753,5.55111512313e-17,0.350517919708,3,1.49950410812,'not-puck'
0.0013475688019,0.0319584452301,0.0557070521334,0.0541669916117,0.0516515187107,1.1730464211,10,3.02304564891,'not-puck'
