% CS225b final project training input file for WEKA
@relation pucks
@attribute 'mean-squared-error' real
@attribute 'mean-1norm-error' real
@attribute 'max-error' real
@attribute '2max-error' real
@attribute '3max-error' real
@attribute 'cluster1-dist' real
@attribute 'cluster2-dist' real
%@attribute 'distance-to-center' real
@attribute 'num-circumference-points' real
@attribute 'circumference-degrees' real
@attribute 'class' {'puck','not-puck'}
@data
% circles for single session:
0.00118437855693,0.0301551820956,0.0460635965833,0.0425677227321,0.0364132566586,1.26711841421,1.3178865926,5,0.684310294857,'not-puck'
0.00118021877389,0.0289396951166,0.0598161277902,0.0561870551188,0.043359784496,1.07001336342,1.0223418035,13,3.0183888385,'not-puck'
0.00839064385462,0.0689605686659,0.146868444606,0.0600132613918,1.66533453694e-16,0.469011943828,0.445102428318,3,2.40845284305,'not-puck'
0.00013736311684,0.00904914598816,0.0255652208704,0.0171366586372,0.0164391559689,0.164447786748,0.123009362871,13,2.1097442918,'puck'
0.000889632390511,0.0284903716751,0.0396484901129,0.0376137317456,0.0367248584223,1.08705926178,1.03782424904,10,3.03548455311,'not-puck'
0.000643619462027,0.0201170155798,0.0396842412344,0.0295564840355,0.0112273370494,0.725521844367,0.776920205159,4,1.22621119696,'not-puck'
0.00101870337498,0.0258600081431,0.0719842296818,0.0452788117887,0.0297926169623,0.464731620517,0.521432783873,11,1.48863773605,'not-puck'
0.000800922356477,0.0188808486851,0.0703590013216,0.0465702404854,0.0294267489929,0.793479221394,0.84793224068,11,1.15802781778,'not-puck'
% circles for single session:
0.000864062004348,0.0243349452535,0.0579262876973,0.0349712846215,0.0308874469925,0.621941354047,0.675311876124,9,1.33043663633,'not-puck'
0.00149203865701,0.0305911793946,0.0637305997646,0.0520229929942,0.0189224146155,0.238196072872,0.295613902055,5,1.71963924355,'not-puck'
0.00298779742521,0.0418885296455,0.0779932411713,0.0752572220917,0.014303655319,0.140955452333,0.202453876504,4,1.82875446875,'not-puck'
0.000611264123207,0.0189710646322,0.0388063928368,0.0181068010598,1.66533453694e-16,0.782557473562,0.833867330495,3,1.16897629085,'not-puck'
0.000375161163567,0.0135668325602,0.0353146632723,0.0157525987056,0.00195684487459,0.269774705885,0.322908171173,4,1.68376641264,'puck'
0.000697727408364,0.0224387435596,0.0371507743498,0.0350138993153,0.012671173782,0.933622829243,0.884701131209,4,2.88214900389,'not-puck'
0.000680923562,0.0188009578648,0.0568832878065,0.0324928985151,0.0308320823383,0.418290233177,0.473473615509,8,1.534566268,'not-puck'
2.07070949855e-05,0.00376342608989,0.00693341960705,0.00368804332274,0.00066881533987,1.51392894055,1.56398855034,3,0.436447599819,'not-puck'
% circles for single session:
0.000813103886874,0.0255100569969,0.0478750736052,0.0405898270692,0.0381560942627,0.805841541702,0.757938660788,13,2.75392737477,'not-puck'
0.000944726266771,0.0180537984805,0.0532288374464,0.000932557995153,2.22044604925e-16,0.3475061435,0.305714947913,3,2.29416762227,'not-puck'
9.70255811996e-05,0.00884410268848,0.014968188763,0.0133895542158,0.013282710315,0.28042132949,0.232115490836,11,2.22771794634,'puck'
0.00145014120111,0.0362227356978,0.0494458163915,0.0383258113629,0.0208965793391,0.563628775806,0.614878908708,3,1.39027511562,'not-puck'
0.0011524902624,0.0293197111297,0.0541669916117,0.0516515187107,0.0444059533641,1.04358400642,0.99546128101,9,2.99189670809,'not-puck'
0.00062058108022,0.0181913981486,0.0392893474953,0.0365468204191,0.0149517188171,0.688264328076,0.739826938274,5,1.26342489526,'not-puck'
0.000966196029769,0.0207736939467,0.0633071267452,0.0217173793355,0.0187492484099,0.881793549633,0.934997953021,5,1.06966943926,'not-puck'
0.00103392220747,0.0294210917176,0.040155473188,0.0369404111869,0.0111673907777,1.42626839042,1.47669748128,3,0.5249699458,'not-puck'
2.64908519125e-05,0.00417199306017,0.00798665339572,0.00391216512939,0.000617160655397,1.49534607239,1.54542249684,3,0.455044431734,'not-puck'
0.000677598821651,0.0207678804777,0.0379313707399,0.0243722706932,1.66533453694e-16,0.115624105556,0.16820959754,3,1.84611758524,'not-puck'
0.00058098857566,0.0170758658524,0.0508315621379,0.0241001618185,0.0147152325816,0.777869669777,0.830387388288,6,1.17355612823,'not-puck'
0.000737379172929,0.0184656621208,0.0465253834011,0.00645737866323,0.00241422429815,1.50111348916,1.55221841584,3,0.449669107521,'not-puck'
0.00133573093696,0.031575824429,0.0615712028121,0.0512732952797,0.04277262653,0.320888451024,0.376238768061,9,1.63507490439,'not-puck'
% circles for single session:
